dgp,n,rep,method,horizon_slice,m,correct_model,classical_cell_secs,timesfm_cell_secs,MASE,RMSSE,sMAPE,MAPE,SPL,cover60,cover80,width60,width80,denom_ok
D7,48,0,SeasonalNaive,h1,1,none,7.475837707519531,4.8652520179748535,1.7764460581527473,1.4554574540366183,4.215511319351155,4.128492779139544,0.6453836242292321,0.0,0.0,2.0544670937535203,3.1283734479728853,True
D7,48,0,SeasonalNaive,h1_6,1,none,7.475837707519531,4.8652520179748535,3.0773562762133273,2.712586476841148,7.152428065239212,6.871705308262231,1.1255822901154378,0.0,0.3333333333333333,3.7089370082932724,5.647664103370979,True
D7,48,0,SeasonalNaive,h1_12,1,none,7.475837707519531,4.8652520179748535,5.096396873687804,4.604524472075649,11.497318489642861,10.761596875868445,1.9689490430467282,0.0,0.16666666666666666,5.007593121557305,7.625150778691893,True
D7,48,1,SeasonalNaive,h1,1,none,7.475837707519531,4.8652520179748535,0.987815111382134,0.821185713870887,2.988980128538116,2.9449678762319142,0.31883794554982003,1.0,1.0,2.0247945343922837,3.083190516047942,True
D7,48,1,SeasonalNaive,h1_6,1,none,7.475837707519531,4.8652520179748535,1.8417189588667446,1.8444562701302176,5.435463176249964,5.232508933147976,0.6500695468936268,0.5,1.0,3.655369027632837,5.566095190016686,True
D7,48,1,SeasonalNaive,h1_12,1,none,7.475837707519531,4.8652520179748535,3.8326649368104766,3.694372814422139,10.915620828277147,10.184116494125101,1.413618939911314,0.25,0.5,4.9352687194736085,7.5150211300803,True
D7,48,2,SeasonalNaive,h1,1,none,7.475837707519531,4.8652520179748535,0.7437303936935387,0.5841359063751955,2.0178371238829627,2.0384029496087277,0.25363411209736747,1.0,1.0,2.1431289689765443,3.263380456427048,True
D7,48,2,SeasonalNaive,h1_6,1,none,7.475837707519531,4.8652520179748535,2.081469875610942,1.866280774000196,5.401674897566141,5.226891970724312,0.7206920368770438,0.5,0.8333333333333334,3.8689986180601843,5.891392752789139,True
D7,48,2,SeasonalNaive,h1_12,1,none,7.475837707519531,4.8652520179748535,3.6669680797649824,3.263015313492279,9.27096461166062,8.763260324674272,1.29763732301165,0.25,0.5833333333333334,5.223699087849524,7.95421916287415,True
D7,48,3,SeasonalNaive,h1,1,none,7.475837707519531,4.8652520179748535,1.8086582098308108,1.4783922943292538,4.946376429343853,4.826995739589607,0.6609218807658488,0.0,0.0,2.059270951977207,3.13568836801249,True
D7,48,3,SeasonalNaive,h1_6,1,none,7.475837707519531,4.8652520179748535,3.9497945730706254,3.375116655687977,10.44604448182207,9.887445430116143,1.5354733286247293,0.0,0.0,3.717609431230875,5.660869755449847,True
D7,48,3,SeasonalNaive,h1_12,1,none,7.475837707519531,4.8652520179748535,5.4168552264709176,4.681840658991199,14.007599318823633,13.006123591875623,2.115142695168569,0.0,0.0,5.019302127494178,7.642980289510752,True
D7,48,4,SeasonalNaive,h1,1,none,7.475837707519531,4.8652520179748535,1.0417379953674235,0.9027636018042946,2.8099832107205613,2.771050188196086,0.33984662539648675,0.0,1.0,1.9423663403544518,2.9576756443927414,True
D7,48,4,SeasonalNaive,h1_6,1,none,7.475837707519531,4.8652520179748535,2.8693011000173443,2.6996925905528104,7.504167589498088,7.189922598755976,1.037170809712784,0.0,0.3333333333333333,3.5065611054601193,5.339502730108933,True
D7,48,4,SeasonalNaive,h1_12,1,none,7.475837707519531,4.8652520179748535,4.4266681494972975,4.185318572181034,11.301743536215346,10.602458999905814,1.6622289649021842,0.0,0.16666666666666666,4.734356833982129,7.209089041966204,True
D7,48,5,SeasonalNaive,h1,1,none,7.475837707519531,4.8652520179748535,2.4913393842392337,1.9348618967737663,6.6575092698708485,6.443036397169491,0.9894871261631535,0.0,0.0,2.167352749370286,3.300266436068054,True
D7,48,5,SeasonalNaive,h1_6,1,none,7.475837707519531,4.8652520179748535,3.1402844361035154,2.5861733705906618,8.278604701387453,7.9153723203651065,1.1369506123330115,0.16666666666666666,0.3333333333333333,3.9127298979897933,5.957983147638303,True
D7,48,5,SeasonalNaive,h1_12,1,none,7.475837707519531,4.8652520179748535,4.9263453275609,4.167470369130961,12.607956917761918,11.749907730955444,1.853396771678106,0.08333333333333333,0.16666666666666666,5.282742543179917,8.044125678531554,True
D7,48,6,SeasonalNaive,h1,1,none,7.475837707519531,4.8652520179748535,1.73084119198535,1.3679099042663336,5.007056395359206,4.884764927996451,0.6136723936167314,0.0,0.0,2.1298371984503093,3.243140841922045,True
D7,48,6,SeasonalNaive,h1_6,1,none,7.475837707519531,4.8652520179748535,2.3809520804437336,2.0035403459080925,6.793467926502167,6.543928216674348,0.8075934625082059,0.16666666666666666,0.8333333333333334,3.8450029357928197,5.854854102206976,True
D7,48,6,SeasonalNaive,h1_12,1,none,7.475837707519531,4.8652520179748535,4.310157751317113,3.834049875512348,11.840212685055999,11.037517739312547,1.5804693930793257,0.08333333333333333,0.5,5.191301499753407,7.904886781408221,True
