dgp,n,rep,method,horizon_slice,m,correct_model,classical_cell_secs,timesfm_cell_secs,MASE,RMSSE,sMAPE,MAPE,SPL,cover60,cover80,width60,width80,denom_ok
D2,48,0,SeasonalNaive,h1,1,ARIMA,8.201914548873901,5.8627471923828125,3.1877953451923693,2.413000843250044,4.503053779281874,4.4038988133076735,1.331052740216636,0.0,0.0,2.2237176238904253,3.3860942292623504,True
D2,48,0,SeasonalNaive,h1_6,1,ARIMA,8.201914548873901,5.8627471923828125,3.2625082782837054,2.5166353695734287,4.60214702798375,4.494920047855406,1.214281954875047,0.16666666666666666,0.5,4.014485613479812,6.11292837868451,True
D2,48,0,SeasonalNaive,h1_12,1,ARIMA,8.201914548873901,5.8627471923828125,2.0681629678894744,1.8686106396179734,2.938422198516016,2.8908905752617784,0.8897855069707065,0.5833333333333334,0.75,5.420127249317442,8.253323804967824,True
D2,48,1,SeasonalNaive,h1,1,ARIMA,8.201914548873901,5.8627471923828125,1.0959885643663676,0.8806898031679161,2.0111341136233896,2.0315628402837107,0.35582357746139476,0.0,1.0,2.0947381114345953,3.189694840181759,True
D2,48,1,SeasonalNaive,h1_6,1,ARIMA,8.201914548873901,5.8627471923828125,1.204693774663579,0.9862831634032605,2.2137589421187713,2.2395293491464425,0.4344006619942939,0.8333333333333334,1.0,3.7816384247788744,5.758367838492893,True
D2,48,1,SeasonalNaive,h1_12,1,ARIMA,8.201914548873901,5.8627471923828125,1.0696934734449348,1.0025291966334333,1.9689901095782665,1.9954775517202954,0.5057580751635831,0.9166666666666666,1.0,5.105750386646127,7.774616585549123,True
D2,48,2,SeasonalNaive,h1,1,ARIMA,8.201914548873901,5.8627471923828125,0.6603578885547743,0.5476134854550978,1.0816508015674846,1.0875324533167883,0.2279873406409692,1.0,1.0,2.029793770703793,3.090802941763892,True
D2,48,2,SeasonalNaive,h1_6,1,ARIMA,8.201914548873901,5.8627471923828125,1.4571473552894563,1.405202454111247,2.4089372978313492,2.445472125441618,0.5506248099585593,0.5,0.8333333333333334,3.6643941673517126,5.5798379301883925,True
D2,48,2,SeasonalNaive,h1_12,1,ARIMA,8.201914548873901,5.8627471923828125,1.5942131851663366,1.4777420071634404,2.6366461889787614,2.677705436860443,0.6069402378441849,0.75,0.9166666666666666,4.9474539432928015,7.533575786306956,True
D2,48,3,SeasonalNaive,h1,1,ARIMA,8.201914548873901,5.8627471923828125,0.8164533685163996,0.6499800110369119,1.5938468358166036,1.6066506107778589,0.27320335777467053,1.0,1.0,2.114355763246728,3.219566986212852,True
D2,48,3,SeasonalNaive,h1_6,1,ARIMA,8.201914548873901,5.8627471923828125,1.6701912399859307,1.5106191217069687,3.1817739586998557,3.1318309309752386,0.5713197570888718,0.6666666666666666,1.0,3.817054243821722,5.812296133703225,True
D2,48,3,SeasonalNaive,h1_12,1,ARIMA,8.201914548873901,5.8627471923828125,1.9646119998846008,1.6909604309349855,3.7288092277155065,3.6564993512131125,0.6835021348636385,0.8333333333333334,1.0,5.153566785640426,7.847427463584725,True
D2,48,4,SeasonalNaive,h1,1,ARIMA,8.201914548873901,5.8627471923828125,0.13922940049157337,0.1114424849888678,0.267465369007211,0.26710815809685995,0.1618584868973708,1.0,1.0,2.102939822331502,3.20218373069545,True
D2,48,4,SeasonalNaive,h1_6,1,ARIMA,8.201914548873901,5.8627471923828125,0.6663950284718358,0.6222654966103759,1.293061229084702,1.3044658880716458,0.3339780968321724,1.0,1.0,3.7964450036573423,5.780914078517641,True
D2,48,4,SeasonalNaive,h1_12,1,ARIMA,8.201914548873901,5.8627471923828125,1.1227289167329955,1.1506562454072151,2.1988736159097266,2.240189162560177,0.4973032357709488,0.9166666666666666,1.0,5.125741376619756,7.805057220214114,True
D2,48,5,SeasonalNaive,h1,1,ARIMA,8.201914548873901,5.8627471923828125,0.5303216871045817,0.4288678546331772,0.96487247988485,0.9602399344506607,0.20612546849460947,1.0,1.0,2.081433652205927,3.1694359043647125,True
D2,48,5,SeasonalNaive,h1_6,1,ARIMA,8.201914548873901,5.8627471923828125,1.2890276736153599,1.2559556669927174,2.3947218562920742,2.4346062268229813,0.484871540643552,0.8333333333333334,1.0,3.7576198355502854,5.721794307074966,True
D2,48,5,SeasonalNaive,h1_12,1,ARIMA,8.201914548873901,5.8627471923828125,1.1449486533720459,1.0991699096262224,2.102686297159445,2.113309593503948,0.5211390815958774,0.9166666666666666,1.0,5.07332187089036,7.725237109987813,True
D2,48,6,SeasonalNaive,h1,1,ARIMA,8.201914548873901,5.8627471923828125,0.6227571713221202,0.5223569185611149,1.1835786969364426,1.1766156110776709,0.21730807491166448,1.0,1.0,2.006772151839246,3.055747514785192,True
D2,48,6,SeasonalNaive,h1_6,1,ARIMA,8.201914548873901,5.8627471923828125,2.0299872395375536,1.815329361725254,3.7974166113249725,3.7175348124519494,0.6771526728313069,0.5,1.0,3.6228331540567518,5.516552238800039,True
D2,48,6,SeasonalNaive,h1_12,1,ARIMA,8.201914548873901,5.8627471923828125,1.8065103771025586,1.6757622388814155,3.3824752141709804,3.314261328638979,0.6711430493224111,0.6666666666666666,1.0,4.891340656969675,7.448131090918305,True
D2,48,7,SeasonalNaive,h1,1,ARIMA,8.201914548873901,5.8627471923828125,0.7725571988321305,0.5913563782240033,1.2351263056797563,1.242801389121956,0.2628682563357333,1.0,1.0,2.1990142209658843,3.3484779198949717,True
D2,48,7,SeasonalNaive,h1_6,1,ARIMA,8.201914548873901,5.8627471923828125,1.670581055444061,1.5078832964003281,2.6359714833546466,2.619419639156117,0.6107671158573857,0.5,0.8333333333333334,3.969888469229514,6.045019516891473,True
D2,48,7,SeasonalNaive,h1_12,1,ARIMA,8.201914548873901,5.8627471923828125,1.3662522767170298,1.27153176133497,2.1627806398679925,2.155944549031599,0.6043981510682218,0.75,0.9166666666666666,5.359914753853235,8.161637171183743,True
D2,48,8,SeasonalNaive,h1,1,ARIMA,8.201914548873901,5.8627471923828125,2.5802114168565775,2.089581850317463,4.706910942059378,4.820355871029216,1.0444298088468165,0.0,0.0,2.0784643733422903,3.164914530824655,True
D2,48,8,SeasonalNaive,h1_6,1,ARIMA,8.201914548873901,5.8627471923828125,1.7237589740927972,1.5012382466805922,3.091451293565942,3.112775550006918,0.6399331158644616,0.6666666666666666,0.8333333333333334,3.7522593854857513,5.7136318547767235,True
D2,48,8,SeasonalNaive,h1_12,1,ARIMA,8.201914548873901,5.8627471923828125,2.165668250566325,2.0176441236829357,3.8013211677802956,3.7483216380237057,0.8034131519707887,0.5833333333333334,0.8333333333333334,5.0660844999639725,7.714216637034961,True
D2,48,9,SeasonalNaive,h1,1,ARIMA,8.201914548873901,5.8627471923828125,2.712656258390035,2.185258125498754,4.8317195293745145,4.717745416067365,1.1093499011098273,0.0,0.0,2.08948231772339,3.181691749967225,True
D2,48,9,SeasonalNaive,h1_6,1,ARIMA,8.201914548873901,5.8627471923828125,1.9450750387706839,1.6589460413232522,3.481092373781964,3.414662414580648,0.7190290146365464,0.3333333333333333,0.8333333333333334,3.7721501210417756,5.74391983026356,True
D2,48,9,SeasonalNaive,h1_12,1,ARIMA,8.201914548873901,5.8627471923828125,2.2437792182912752,2.105470519865316,3.985228265692453,3.8815128813119237,0.8429954399226941,0.5,0.9166666666666666,5.092939825446813,7.755109717013037,True
D2,48,10,SeasonalNaive,h1,1,ARIMA,8.201914548873901,5.8627471923828125,0.32008747270168375,0.2513460736296268,0.5290455758317664,0.5276498218126744,0.17488594416357267,1.0,1.0,2.143597548481252,3.2640939707419028,True
D2,48,10,SeasonalNaive,h1_6,1,ARIMA,8.201914548873901,5.8627471923828125,1.1317559140990991,0.9804498656771442,1.8657950056194799,1.8565739372404064,0.4368733140668118,0.8333333333333334,1.0,3.869844546365198,5.892680862808692,True
D2,48,10,SeasonalNaive,h1_12,1,ARIMA,8.201914548873901,5.8627471923828125,0.8300544720499664,0.7965626655433842,1.3696074127641642,1.3639696211885088,0.4757207938044155,0.9166666666666666,1.0,5.224841211523248,7.955958294830097,True
D2,48,11,SeasonalNaive,h1,1,ARIMA,8.201914548873901,5.8627471923828125,0.418426225606414,0.33358955377189087,0.670795948233711,0.6730533555529612,0.18916652304683862,1.0,1.0,2.111315490382126,3.214937508849547,True
D2,48,11,SeasonalNaive,h1_6,1,ARIMA,8.201914548873901,5.8627471923828125,0.9218975043799298,0.8865037934968096,1.488984036681318,1.5054118147548903,0.39287740795683135,1.0,1.0,3.811565628025883,5.803938521174879,True
D2,48,11,SeasonalNaive,h1_12,1,ARIMA,8.201914548873901,5.8627471923828125,0.7505283097858301,0.7525979355395215,1.210691168373674,1.2224822482410018,0.45246058942421435,1.0,1.0,5.146156372725717,7.836143496530017,True
D2,48,12,SeasonalNaive,h1,1,ARIMA,8.201914548873901,5.8627471923828125,0.587513735389273,0.48487257659393274,1.0723088164989298,1.078089038403183,0.21328900694493286,1.0,1.0,2.0395627989225336,3.105678414135739,True
D2,48,12,SeasonalNaive,h1_6,1,ARIMA,8.201914548873901,5.8627471923828125,3.2394976163078453,2.9445010779314966,6.099186805798399,6.335405430948975,1.2133987936090174,0.16666666666666666,0.3333333333333333,3.6820302299616796,5.6066926752283885,True
D2,48,12,SeasonalNaive,h1_12,1,ARIMA,8.201914548873901,5.8627471923828125,4.160081272426595,3.6316523571812978,7.88612058513811,8.252192047718156,1.5112649918314818,0.08333333333333333,0.25,4.971265139228337,7.56983351628262,True
D2,48,13,SeasonalNaive,h1,1,ARIMA,8.201914548873901,5.8627471923828125,1.4450660590360478,1.1940874827032504,3.1532114614157996,3.203721518471951,0.49351510441503527,0.0,1.0,2.0370337966309786,3.1018274575335156,True
D2,48,13,SeasonalNaive,h1_6,1,ARIMA,8.201914548873901,5.8627471923828125,0.7509643317882699,0.73868902081045,1.6160748938509149,1.6194390624144157,0.3753072878366777,0.8333333333333334,1.0,3.677464612813711,5.59974052909631,True
D2,48,13,SeasonalNaive,h1_12,1,ARIMA,8.201914548873901,5.8627471923828125,0.8836230118421602,0.8242941457210786,1.9135505796754393,1.9295599275975042,0.45645937790125135,0.9166666666666666,1.0,4.965100905925179,7.560447129004217,True
D2,48,14,SeasonalNaive,h1,1,ARIMA,8.201914548873901,5.8627471923828125,0.5592980920449231,0.4492710886386929,1.1121829824066916,1.1060324301725524,0.2117488770620114,1.0,1.0,2.095470472351621,3.190810019127274,True
D2,48,14,SeasonalNaive,h1_6,1,ARIMA,8.201914548873901,5.8627471923828125,1.174047742334549,1.0886995193726996,2.3116157628012295,2.2767989765120147,0.44411227958049165,1.0,1.0,3.7829605586387363,5.760381075148976,True
D2,48,14,SeasonalNaive,h1_12,1,ARIMA,8.201914548873901,5.8627471923828125,1.1307028982071925,1.0690764171058573,2.252601347999249,2.2454615886008495,0.5124125695263525,1.0,1.0,5.107535455631558,7.777334741723934,True
D2,48,15,SeasonalNaive,h1,1,ARIMA,8.201914548873901,5.8627471923828125,0.24131253623642385,0.18683577505207094,0.4063902113057588,0.4055661207981108,0.17274030392440648,1.0,1.0,2.1740349712714857,3.31044157376325,True
D2,48,15,SeasonalNaive,h1_6,1,ARIMA,8.201914548873901,5.8627471923828125,1.7045654881308858,1.4292040799210954,2.8287900655009746,2.7827155578758993,0.5783253554410374,0.6666666666666666,1.0,3.9247933377900064,5.976352361181296,True
D2,48,15,SeasonalNaive,h1_12,1,ARIMA,8.201914548873901,5.8627471923828125,1.8309806328844003,1.517889850836187,3.0371759794269204,2.986479580530088,0.6579334395408662,0.8333333333333334,1.0,5.299029904769179,8.068926732628897,True
D2,48,16,SeasonalNaive,h1,1,ARIMA,8.201914548873901,5.8627471923828125,0.1597581306935005,0.1335744862345906,0.2661080199563768,0.26646255907631833,0.15642171395994692,1.0,1.0,2.0131963643330493,3.0655297769839422,True
D2,48,16,SeasonalNaive,h1_6,1,ARIMA,8.201914548873901,5.8627471923828125,1.7263375535710315,1.9598912910182968,2.93447214841585,3.002501961097753,0.6641362947185088,0.5,0.8333333333333334,3.6344308085238852,5.53421219276283,True
D2,48,16,SeasonalNaive,h1_12,1,ARIMA,8.201914548873901,5.8627471923828125,2.772038788208564,2.697016758716447,4.752379164547294,4.904415820747362,0.9807937250110519,0.4166666666666667,0.6666666666666666,4.906999142030478,7.471974543582326,True
D2,48,17,SeasonalNaive,h1,1,ARIMA,8.201914548873901,5.8627471923828125,0.37663886832776355,0.3133823801667121,0.6508310017598556,0.6529558212159903,0.17720666124441511,1.0,1.0,2.023006327317371,3.0804675814486893,True
D2,48,17,SeasonalNaive,h1_6,1,ARIMA,8.201914548873901,5.8627471923828125,0.5846105582021708,0.5542643528650003,1.0135544564275212,1.0202747824631022,0.31277425119464264,1.0,1.0,3.6521407708168607,5.561179466159608,True
D2,48,17,SeasonalNaive,h1_12,1,ARIMA,8.201914548873901,5.8627471923828125,1.1091657871041132,1.2455080839780779,1.9444369410876776,1.980105960401272,0.4975001964977373,0.9166666666666666,1.0,4.930910113061541,7.5083842028639225,True
D2,48,18,SeasonalNaive,h1,1,ARIMA,8.201914548873901,5.8627471923828125,1.0866669861308194,0.8406938360539488,1.7737790669627176,1.7896512970016387,0.3496099110832282,1.0,1.0,2.175731449734786,3.3130248315802233,True
D2,48,18,SeasonalNaive,h1_6,1,ARIMA,8.201914548873901,5.8627471923828125,0.3508660662135239,0.38454755632587845,0.5698657283436419,0.5720937370672255,0.328993560151007,1.0,1.0,3.9278559966057447,5.981015926029075,True
D2,48,18,SeasonalNaive,h1_12,1,ARIMA,8.201914548873901,5.8627471923828125,0.6478422957894748,0.6127549139339837,1.0485670516487124,1.0490955250276335,0.44188454505129116,1.0,1.0,5.303164930299425,8.075223209274757,True
D2,48,19,SeasonalNaive,h1,1,ARIMA,8.201914548873901,5.8627471923828125,0.6137109719225317,0.524931798465792,1.171567705829539,1.1784709986509196,0.21367174010508247,1.0,1.0,1.9679211156812118,2.9965883536029345,True
D2,48,19,SeasonalNaive,h1_6,1,ARIMA,8.201914548873901,5.8627471923828125,0.6119790187522481,0.5566241247219365,1.1624070679538647,1.163462613934597,0.3136845818250242,1.0,1.0,3.552695235442641,5.409751987311186,True
D2,48,19,SeasonalNaive,h1_12,1,ARIMA,8.201914548873901,5.8627471923828125,0.9063278761872826,0.8822316026032649,1.7097608027755622,1.6999255752766218,0.43299550985020263,1.0,1.0,4.796644479054812,7.303935542829911,True
D2,48,20,SeasonalNaive,h1,1,ARIMA,8.201914548873901,5.8627471923828125,2.002714097664745,1.4584229538933748,3.2943914639744083,3.349565361651656,0.728143574673034,0.0,0.0,2.311437439832962,3.51966674735722,True
