horizon_slice,dgp,dgp_label,correct_model,n,method,mean_MASE,median_MASE,mean_RMSSE,mean_sMAPE,mean_SPL,n_series,n_missing
h1,D8,Intermittent demand,none,24,TimesFM3,0.8696511281621837,0.19037480308163546,0.5397093088252204,189.18794651805217,0.363324635561901,200,0
h1,D8,Intermittent demand,none,48,AutoARIMA,1.0110293206696555,0.665768022694857,0.6154996951859152,172.12409407701017,0.38554432621357415,200,0
h1,D8,Intermittent demand,none,48,AutoETS,1.0222012189497387,0.65041559921787,0.619487769307437,171.0562429237176,0.38541262366190976,200,0
h1,D8,Intermittent demand,none,48,Combination,1.0072451072286726,0.6611838755742336,0.611205235772266,171.40061643094924,0.3824987622079395,200,0
h1,D8,Intermittent demand,none,48,SeasonalNaive,1.0396154462340739,0.0,0.6229026246008397,78.65547873179452,0.49797261293637624,200,0
h1,D8,Intermittent demand,none,48,Theta,1.0044814328515208,0.6964294528135528,0.6095345499008674,172.40921667568287,0.3887162011326001,200,0
h1,D8,Intermittent demand,none,48,TimesFM3,0.7699099604683574,0.06322835288353551,0.45546838064491996,193.88651977806575,0.33543973868326676,200,0
h1,D8,Intermittent demand,none,96,AutoARIMA,0.8984801579040113,0.6803436836785284,0.5704384951611675,171.67698275650127,0.32954544744575415,200,0
h1,D8,Intermittent demand,none,96,AutoETS,0.8722514729385505,0.665847662839473,0.5543290380042827,169.7726888418778,0.31790804654189003,200,0
h1,D8,Intermittent demand,none,96,Combination,0.8837436619418733,0.6789906438646498,0.5613358090847964,170.4438856756882,0.32336904326922356,200,0
h1,D8,Intermittent demand,none,96,SeasonalNaive,0.9558168237965988,0.0,0.6032542980962998,89.36583416583417,0.454268048923318,200,0
h1,D8,Intermittent demand,none,96,Theta,0.8898874719739603,0.7187041730640584,0.5652376062344291,172.05107802985572,0.33116773992865894,200,0
h1,D8,Intermittent demand,none,96,TimesFM3,0.6217837740011912,0.0495599881905585,0.39336570922734465,196.98414191668155,0.26929897573431205,200,0
h1,D8,Intermittent demand,none,200,AutoARIMA,0.9696303339313226,0.6678355358109325,0.6179616727701464,169.72998117554553,0.35578144219142266,200,0
h1,D8,Intermittent demand,none,200,AutoETS,0.9710396276685063,0.6693400268829937,0.6185587737730738,169.86646067287836,0.35534830290621217,200,0
h1,D8,Intermittent demand,none,200,Combination,0.9723209392887739,0.6978165212864733,0.619399895328153,169.9883839719921,0.35555664634618855,200,0
h1,D8,Intermittent demand,none,200,SeasonalNaive,1.0408601437446499,0.4289769427680757,0.6618359092031573,88.7049062049062,0.4839626945583746,200,0
h1,D8,Intermittent demand,none,200,Theta,0.9762928562664926,0.733540035282338,0.6216792394412392,171.10456800942103,0.36321170845237183,200,0
h1,D8,Intermittent demand,none,200,TimesFM3,0.7449826287793805,0.049371637187057796,0.4723095435025808,197.59479208389067,0.30439390140180383,200,0
h1,D9,"AR(1) with GARCH(1,1) errors",ARIMA (mean only),24,AutoARIMA,1.0948028526679603,0.8573817638156086,0.8768576838675796,1.3273520842364233,0.43223254999699756,200,0
h1,D9,"AR(1) with GARCH(1,1) errors",ARIMA (mean only),24,AutoETS,1.1082263411867403,0.8265020082342023,0.8883314300201129,1.3435109086219486,0.4415054353612563,200,0
h1,D9,"AR(1) with GARCH(1,1) errors",ARIMA (mean only),24,Combination,1.0691973271532627,0.8318918699792779,0.8564473954701388,1.3001782364294052,0.42493838820252633,200,0
h1,D9,"AR(1) with GARCH(1,1) errors",ARIMA (mean only),24,SeasonalNaive,1.106214246984072,0.8596151212876046,0.888665621048233,1.366815353013921,0.43096883976311345,200,0
h1,D9,"AR(1) with GARCH(1,1) errors",ARIMA (mean only),24,Theta,1.0973392958132784,0.8624378728126059,0.8802926374892263,1.3445340164075321,0.4335763254653117,200,0
h1,D9,"AR(1) with GARCH(1,1) errors",ARIMA (mean only),24,TimesFM3,1.0619936094884326,0.8267481830445864,0.8506562136146187,1.2727479050684176,0.4193927708847789,200,0
h1,D9,"AR(1) with GARCH(1,1) errors",ARIMA (mean only),48,AutoARIMA,1.0697895287895656,0.9380677999621192,0.8515271558220889,1.2683695736199265,0.42249146856684205,200,0
h1,D9,"AR(1) with GARCH(1,1) errors",ARIMA (mean only),48,AutoETS,1.173963375152057,1.0041817033701248,0.9346188301451699,1.4109847783748,0.4631166918211946,200,0
h1,D9,"AR(1) with GARCH(1,1) errors",ARIMA (mean only),48,Combination,1.1176694312505249,1.0022891201055153,0.8897168975451214,1.3381176809638742,0.44122372635256485,200,0
h1,D9,"AR(1) with GARCH(1,1) errors",ARIMA (mean only),48,SeasonalNaive,1.1359383970815253,0.8578308923411115,0.9050889565642651,1.3527866125531702,0.4491791197628364,200,0
h1,D9,"AR(1) with GARCH(1,1) errors",ARIMA (mean only),48,Theta,1.1629852532716753,0.9915078286187184,0.9265777899940403,1.3964998855696809,0.45923421758257177,200,0
h1,D9,"AR(1) with GARCH(1,1) errors",ARIMA (mean only),48,TimesFM3,1.0585102906592383,0.9446083667114624,0.841985542836146,1.2628145169166916,0.41605873045010405,200,0
h1,D9,"AR(1) with GARCH(1,1) errors",ARIMA (mean only),96,AutoARIMA,0.9053080938748933,0.6956277574243719,0.7150869824274041,1.1216690287326017,0.3589238979013329,200,0
h1,D9,"AR(1) with GARCH(1,1) errors",ARIMA (mean only),96,AutoETS,0.9271462191995485,0.7848161770811891,0.7318989398841056,1.1444303479980376,0.36586068031655905,200,0
h1,D9,"AR(1) with GARCH(1,1) errors",ARIMA (mean only),96,Combination,0.9048397953076805,0.7393183602976146,0.7144038825954598,1.1183325817196517,0.3566038401333549,200,0
h1,D9,"AR(1) with GARCH(1,1) errors",ARIMA (mean only),96,SeasonalNaive,0.9777423766071042,0.8589469012562639,0.7713817122414995,1.2082737691830827,0.3806542543294064,200,0
h1,D9,"AR(1) with GARCH(1,1) errors",ARIMA (mean only),96,Theta,0.9278455407837563,0.7961015486410545,0.7323503948430785,1.1466876384280678,0.36750035013369564,200,0
h1,D9,"AR(1) with GARCH(1,1) errors",ARIMA (mean only),96,TimesFM3,0.89742765890105,0.7079788139278282,0.708392732954671,1.1073173585329676,0.34906696290466377,200,0
h1,D9,"AR(1) with GARCH(1,1) errors",ARIMA (mean only),200,AutoARIMA,0.9034302245922232,0.7876494613072391,0.7098830965698248,1.1149940624684689,0.3450033515220873,200,0
h1,D9,"AR(1) with GARCH(1,1) errors",ARIMA (mean only),200,AutoETS,1.0110212109039034,0.8611774082873177,0.7940898712104901,1.2404807811528762,0.3892814265991952,200,0
h1,D9,"AR(1) with GARCH(1,1) errors",ARIMA (mean only),200,Combination,0.9616414603859034,0.8348348662627066,0.7555282205880015,1.1803673538491382,0.3671393549972489,200,0
h1,D9,"AR(1) with GARCH(1,1) errors",ARIMA (mean only),200,SeasonalNaive,1.0243308887204403,0.9316399344112938,0.8044829530812118,1.2591746221494022,0.39469846609475745,200,0
h1,D9,"AR(1) with GARCH(1,1) errors",ARIMA (mean only),200,Theta,1.008861345303375,0.8510799310658326,0.7926357379723613,1.2358391343582165,0.3892356418578934,200,0
h1,D9,"AR(1) with GARCH(1,1) errors",ARIMA (mean only),200,TimesFM3,0.9246554503309611,0.7724729524298781,0.7270071678995993,1.1391767414965326,0.35141731821474814,200,0
h1_12,D1,AR(1),ARIMA,24,AutoARIMA,1.4846342824151757,1.3858847659662645,1.4051101186680088,2.4543633431936187,0.5888487582060342,200,0
h1_12,D1,AR(1),ARIMA,24,AutoETS,1.5675093454695994,1.4429405103667245,1.4824102412019502,2.602901150658971,0.6275597748675213,200,0
h1_12,D1,AR(1),ARIMA,24,Combination,1.5381975104450525,1.3777771420510705,1.454569337001587,2.5468787124091223,0.6066086191299104,200,0
h1_12,D1,AR(1),ARIMA,24,SeasonalNaive,1.6464526869034868,1.4925425295247865,1.544331800910445,2.739360074081241,0.6687349408877463,200,0
h1_12,D1,AR(1),ARIMA,24,Theta,1.681723393158148,1.4903524334946474,1.5821837304142912,2.7886737099880925,0.6683087764996161,200,0
h1_12,D1,AR(1),ARIMA,24,TimesFM3,1.416603355438663,1.312849875544365,1.3507623294290072,2.34528877546206,0.5569666864281594,200,0
h1_12,D1,AR(1),ARIMA,48,AutoARIMA,1.4154541272316152,1.3079293681019015,1.3415048831597483,2.442954560284954,0.5538843400831596,200,0
h1_12,D1,AR(1),ARIMA,48,AutoETS,1.5700758329117794,1.3969087705013448,1.4695321225172142,2.7225820515600656,0.6267459401096971,200,0
h1_12,D1,AR(1),ARIMA,48,Combination,1.4782208613663514,1.3302758897141724,1.3946000873789495,2.5573782512543217,0.5859602426856779,200,0
h1_12,D1,AR(1),ARIMA,48,SeasonalNaive,1.6247620695854763,1.4115312144397243,1.5171717521610475,2.8243961427836233,0.666011430963941,200,0
h1_12,D1,AR(1),ARIMA,48,Theta,1.5856881786443282,1.4218952197774897,1.483648560101662,2.74837204486302,0.6394240944756714,200,0
h1_12,D1,AR(1),ARIMA,48,TimesFM3,1.3810071652741593,1.2427621817061585,1.304235508645932,2.3881757124754013,0.5318946103444686,200,0
h1_12,D1,AR(1),ARIMA,96,AutoARIMA,1.324217261064881,1.2071796986927317,1.2661360649063502,2.2688775402540986,0.516219104956682,200,0
h1_12,D1,AR(1),ARIMA,96,AutoETS,1.5641195936914034,1.4027539845578985,1.4733763565003846,2.6910504522057597,0.62327013225434,200,0
h1_12,D1,AR(1),ARIMA,96,Combination,1.435247885317999,1.324330536389676,1.3649923558940822,2.4657139987438184,0.5671915449861729,200,0
h1_12,D1,AR(1),ARIMA,96,SeasonalNaive,1.6257199164670593,1.4600958574073255,1.5224545634586528,2.802156950944372,0.6622991447151553,200,0
h1_12,D1,AR(1),ARIMA,96,Theta,1.5719940702231014,1.4116553188779783,1.4798328033789543,2.70467803754582,0.6307784501040189,200,0
h1_12,D1,AR(1),ARIMA,96,TimesFM3,1.307224075179379,1.1968534234934831,1.252225753856316,2.2410332602374905,0.5078117103666795,200,0
h1_12,D1,AR(1),ARIMA,200,AutoARIMA,1.2659981192442091,1.1826647632433338,1.204824171924497,2.173647491832968,0.491941543032424,200,0
h1_12,D1,AR(1),ARIMA,200,AutoETS,1.575532589591741,1.352852115811892,1.460565066832806,2.700080876349404,0.6295788432077605,200,0
h1_12,D1,AR(1),ARIMA,200,Combination,1.4166326691047855,1.2502523360987996,1.3290126811574074,2.4289150896144243,0.5623517056036645,200,0
h1_12,D1,AR(1),ARIMA,200,SeasonalNaive,1.6146471534608633,1.3537114356656308,1.4922707563519495,2.7694491171688354,0.6681097453015219,200,0
h1_12,D1,AR(1),ARIMA,200,Theta,1.5764420510762351,1.3521566544334336,1.4614347623685893,2.7014836986872606,0.6352918696809079,200,0
h1_12,D1,AR(1),ARIMA,200,TimesFM3,1.2540708346937488,1.1863988434979391,1.1945690543437544,2.154475736242217,0.48645615966092026,200,0
h1_12,D2,"ARMA(1,1)",ARIMA,24,AutoARIMA,1.7075370221015473,1.521334680834555,1.6111172396499667,2.892965834669529,0.6663749856833973,200,0
h1_12,D2,"ARMA(1,1)",ARIMA,24,AutoETS,1.8855764147633272,1.6467905265215812,1.7740347579611933,3.239887356184015,0.754503281477058,200,0
h1_12,D2,"ARMA(1,1)",ARIMA,24,Combination,1.787939012099566,1.5546996496227175,1.684715920758415,3.060611322842312,0.7042141986573794,200,0
h1_12,D2,"ARMA(1,1)",ARIMA,24,SeasonalNaive,1.9053446601946675,1.6467740634048966,1.7966532793464642,3.2879199383878723,0.7605594842677419,200,0
h1_12,D2,"ARMA(1,1)",ARIMA,24,Theta,2.0032898357947277,1.7513376681741675,1.8759538075311684,3.4519213021830875,0.808287770107827,200,0
h1_12,D2,"ARMA(1,1)",ARIMA,24,TimesFM3,1.6747080290460703,1.502822511368838,1.5771086515147332,2.861454648374624,0.659915002585032,200,0
h1_12,D2,"ARMA(1,1)",ARIMA,48,AutoARIMA,1.5747211117109368,1.404481432776353,1.4817299570106683,2.718826301957032,0.61888363213378,200,0
h1_12,D2,"ARMA(1,1)",ARIMA,48,AutoETS,1.8341548985594573,1.5281723033006305,1.7057273438134057,3.2092014149509267,0.742920277432169,200,0
h1_12,D2,"ARMA(1,1)",ARIMA,48,Combination,1.6876279173986601,1.457564123694215,1.5831422642070407,2.938129051351042,0.677854382931037,200,0
h1_12,D2,"ARMA(1,1)",ARIMA,48,SeasonalNaive,1.8383297401571672,1.5319117212889712,1.7095063051252837,3.2167000944049455,0.7416545657719592,200,0
h1_12,D2,"ARMA(1,1)",ARIMA,48,Theta,1.8602795849347546,1.5780654901471223,1.7282275127383497,3.254003102808487,0.7636555358388136,200,0
h1_12,D2,"ARMA(1,1)",ARIMA,48,TimesFM3,1.5183062011086725,1.4146506001458539,1.4449684570610384,2.6383841741252514,0.5926702182204908,200,0
h1_12,D2,"ARMA(1,1)",ARIMA,96,AutoARIMA,1.5172167858361734,1.483900659850423,1.4391421910666753,2.6809264346984882,0.5862783490990642,200,0
h1_12,D2,"ARMA(1,1)",ARIMA,96,AutoETS,1.8110005798621842,1.6589609756071528,1.6974617499975873,3.2249994582224315,0.7222611362667465,200,0
h1_12,D2,"ARMA(1,1)",ARIMA,96,Combination,1.6430165012774731,1.5171051763217978,1.5538647510798487,2.9161856553095924,0.6497177993832335,200,0
h1_12,D2,"ARMA(1,1)",ARIMA,96,SeasonalNaive,1.8100401875690662,1.6589187562571786,1.6962760727125177,3.2230844012529896,0.7200586606999826,200,0
h1_12,D2,"ARMA(1,1)",ARIMA,96,Theta,1.811715123490719,1.635827988282378,1.698437997960748,3.2266856351707394,0.7343359305849717,200,0
h1_12,D2,"ARMA(1,1)",ARIMA,96,TimesFM3,1.4553137031907566,1.4219986114008873,1.3896635838487907,2.5689689144729315,0.5659007882488329,200,0
h1_12,D2,"ARMA(1,1)",ARIMA,200,AutoARIMA,1.3743395900500621,1.2968574194391067,1.3239166927139159,2.454810178399429,0.5340239510596658,200,0
h1_12,D2,"ARMA(1,1)",ARIMA,200,AutoETS,1.9205349080126224,1.6948625905288246,1.7823149723730762,3.4196363818955926,0.7565475015128572,200,0
h1_12,D2,"ARMA(1,1)",ARIMA,200,Combination,1.6541204938819052,1.4999553224736528,1.5645333619016275,2.948904158787588,0.6500942279938582,200,0
h1_12,D2,"ARMA(1,1)",ARIMA,200,SeasonalNaive,1.92151313738384,1.6948768305065887,1.7830931014500992,3.421152410502508,0.75606826183706,200,0
h1_12,D2,"ARMA(1,1)",ARIMA,200,Theta,1.91911422968322,1.69244867995975,1.781091601798243,3.417137633631274,0.7559885107644582,200,0
h1_12,D2,"ARMA(1,1)",ARIMA,200,TimesFM3,1.3827306402051198,1.2993539162114403,1.3286797101952177,2.469498397546538,0.5351058828019256,200,0
h1_12,D3,"ARIMA(1,1,1) with drift",ARIMA,24,AutoARIMA,5.274750639122243,4.400598279180567,4.980721225492379,11.566632915975049,2.150445820871492,200,0
h1_12,D3,"ARIMA(1,1,1) with drift",ARIMA,24,AutoETS,4.89204338063979,4.2136352991115515,4.590023701208228,10.516615253619268,2.0040297088258705,200,0
h1_12,D3,"ARIMA(1,1,1) with drift",ARIMA,24,Combination,4.658644346908002,3.8724563218973307,4.397781064326216,9.917985593005463,1.8940055304940184,200,0
h1_12,D3,"ARIMA(1,1,1) with drift",ARIMA,24,SeasonalNaive,4.4108663631851615,3.818708377629297,4.140970910497323,9.111905532973593,1.807452922686636,200,0
h1_12,D3,"ARIMA(1,1,1) with drift",ARIMA,24,Theta,4.483307271936746,3.594569329971936,4.194866228351237,9.40907251696034,1.8301778238488355,200,0
h1_12,D3,"ARIMA(1,1,1) with drift",ARIMA,24,TimesFM3,4.6561091057195565,3.92643931277615,4.37370102893929,10.136062608464144,1.9235362887166294,200,0
h1_12,D3,"ARIMA(1,1,1) with drift",ARIMA,48,AutoARIMA,4.678862972628095,3.4040867152973355,4.4037817918035636,10.252151311910675,1.8436501775495264,200,0
h1_12,D3,"ARIMA(1,1,1) with drift",ARIMA,48,AutoETS,4.547221525835204,3.7473931807177268,4.315892890827461,9.764677806833044,1.8103077960404934,200,0
h1_12,D3,"ARIMA(1,1,1) with drift",ARIMA,48,Combination,4.312824512367077,3.5789229544671914,4.083994469617331,9.122996734741177,1.7128472940235375,200,0
h1_12,D3,"ARIMA(1,1,1) with drift",ARIMA,48,SeasonalNaive,4.2515162505309005,3.064258675903176,4.024280416726128,8.339316070150643,1.7348575612321708,200,0
h1_12,D3,"ARIMA(1,1,1) with drift",ARIMA,48,Theta,4.179036163310994,3.2193390369310686,3.9466035416300698,8.270416823814832,1.7245221591436992,200,0
h1_12,D3,"ARIMA(1,1,1) with drift",ARIMA,48,TimesFM3,4.273856636266093,3.358462473751563,4.02566020459758,8.857518538592608,1.696559731064616,200,0
h1_12,D3,"ARIMA(1,1,1) with drift",ARIMA,96,AutoARIMA,3.939657542557875,3.2640317757456216,3.7095657952552057,8.316478811851198,1.5401780919220907,200,0
h1_12,D3,"ARIMA(1,1,1) with drift",ARIMA,96,AutoETS,3.9377272148353986,3.3589316750484315,3.669923582783803,8.210742748536736,1.5456777560853223,200,0
h1_12,D3,"ARIMA(1,1,1) with drift",ARIMA,96,Combination,3.87051943143126,3.2288210368863988,3.6119809074117004,8.05526178101079,1.5148353553504714,200,0
h1_12,D3,"ARIMA(1,1,1) with drift",ARIMA,96,SeasonalNaive,4.124871839081731,3.4545377644678243,3.8158258857937044,8.382690649725568,1.6728309757338955,200,0
h1_12,D3,"ARIMA(1,1,1) with drift",ARIMA,96,Theta,4.134532000946743,3.5412336941041627,3.8166440410005684,8.378342974774165,1.675143281624481,200,0
h1_12,D3,"ARIMA(1,1,1) with drift",ARIMA,96,TimesFM3,4.022702674864335,3.4145006951928067,3.762985337365889,8.269498561453853,1.5626347406460805,200,0
h1_12,D3,"ARIMA(1,1,1) with drift",ARIMA,200,AutoARIMA,4.194937927093399,3.1696441757031404,3.9213239348002484,8.36668146532174,1.6375955891578555,200,0
h1_12,D3,"ARIMA(1,1,1) with drift",ARIMA,200,AutoETS,4.274624614216548,3.497548204768819,3.952429902797034,8.51393179033541,1.6948479234999447,200,0
h1_12,D3,"ARIMA(1,1,1) with drift",ARIMA,200,Combination,4.198853214872126,3.428540458790219,3.89389526480374,8.457577435504959,1.6614999125047194,200,0
h1_12,D3,"ARIMA(1,1,1) with drift",ARIMA,200,SeasonalNaive,4.512078902642524,3.898989651012653,4.145888724456846,8.912703394372032,1.8450418124275154,200,0
h1_12,D3,"ARIMA(1,1,1) with drift",ARIMA,200,Theta,4.426525029937318,3.659390711728408,4.071754056995036,9.084983519160211,1.8189903102613283,200,0
h1_12,D3,"ARIMA(1,1,1) with drift",ARIMA,200,TimesFM3,4.296646554842196,3.6390515561214682,4.014432299954667,8.262278601533817,1.6778514947737968,200,0
h1_12,D4,"SARIMA(1,0,0)(1,1,0)[12]",ARIMA,24,AutoARIMA,2.283864738408849,1.9297837416399464,2.239961720882121,5.013855234993905,0.885175924787746,200,0
h1_12,D4,"SARIMA(1,0,0)(1,1,0)[12]",ARIMA,24,AutoETS,3.6017784703584628,3.615243854719583,3.567904279995795,8.025553042353907,1.4973234555692045,200,0
h1_12,D4,"SARIMA(1,0,0)(1,1,0)[12]",ARIMA,24,Combination,3.0836706628481054,3.0165121387178893,3.059563842877182,6.717511350511614,1.2824952992497216,200,0
h1_12,D4,"SARIMA(1,0,0)(1,1,0)[12]",ARIMA,24,SeasonalNaive,1.0288070974778873,0.9640978560381495,1.0261114474306685,2.2643042344830167,0.40102560373991886,200,0
h1_12,D4,"SARIMA(1,0,0)(1,1,0)[12]",ARIMA,24,Theta,4.14648277082412,3.9746402943367745,4.108175044272087,8.86542766490722,1.8164917180980809,200,0
h1_12,D4,"SARIMA(1,0,0)(1,1,0)[12]",ARIMA,24,TimesFM3,1.3213820215190204,1.2636474819201018,1.3230187150404007,2.907045698790762,0.5258264336981082,200,0
h1_12,D4,"SARIMA(1,0,0)(1,1,0)[12]",ARIMA,48,AutoARIMA,1.0135275110341289,0.9062572956974874,0.9788320737867545,2.239927712156232,0.39593890890095873,200,0
h1_12,D4,"SARIMA(1,0,0)(1,1,0)[12]",ARIMA,48,AutoETS,1.7202887169638978,1.6619423419366561,1.6969559837539219,3.9005812800184354,0.6883549532125862,200,0
h1_12,D4,"SARIMA(1,0,0)(1,1,0)[12]",ARIMA,48,Combination,1.3947553538064363,1.340299556455057,1.371200650965827,3.1483740172444716,0.5478375239072889,200,0
h1_12,D4,"SARIMA(1,0,0)(1,1,0)[12]",ARIMA,48,SeasonalNaive,1.0214627111756065,0.9726878927422704,0.9983187322586367,2.2667706245734003,0.39655878152960644,200,0
h1_12,D4,"SARIMA(1,0,0)(1,1,0)[12]",ARIMA,48,Theta,1.9444215741510709,1.7649810663249488,1.91452494713919,4.43061866547252,0.7854163614166931,200,0
h1_12,D4,"SARIMA(1,0,0)(1,1,0)[12]",ARIMA,48,TimesFM3,1.2953411781213933,1.272150885766365,1.2697095869631383,2.8943184222071263,0.5009027638609599,200,0
h1_12,D4,"SARIMA(1,0,0)(1,1,0)[12]",ARIMA,96,AutoARIMA,0.8861513621016747,0.851909442436328,0.8593100640283962,2.0494178935856273,0.3445407208865599,200,0
h1_12,D4,"SARIMA(1,0,0)(1,1,0)[12]",ARIMA,96,AutoETS,2.4070180390729803,2.385779046061905,2.3396565546092534,5.610232771150185,0.9590222778842,200,0
h1_12,D4,"SARIMA(1,0,0)(1,1,0)[12]",ARIMA,96,Combination,1.838873565980283,1.8053495629231306,1.7886312323699998,4.301292945200731,0.722045409194034,200,0
h1_12,D4,"SARIMA(1,0,0)(1,1,0)[12]",ARIMA,96,SeasonalNaive,1.004861124394736,0.9351248537643535,0.9752490914185573,2.3220256576990055,0.3908479757753291,200,0
h1_12,D4,"SARIMA(1,0,0)(1,1,0)[12]",ARIMA,96,Theta,2.910105219887564,2.6797425369414642,2.8326440673598148,6.818211293248949,1.1748230133915256,200,0
h1_12,D4,"SARIMA(1,0,0)(1,1,0)[12]",ARIMA,96,TimesFM3,1.1237002365442657,1.0800014637927524,1.0979928712030327,2.582042705930363,0.44063529216913666,200,0
h1_12,D4,"SARIMA(1,0,0)(1,1,0)[12]",ARIMA,200,AutoARIMA,0.8856949907143575,0.8361822998146102,0.851693301275122,2.133304018190838,0.3430541992266696,200,0
h1_12,D4,"SARIMA(1,0,0)(1,1,0)[12]",ARIMA,200,AutoETS,1.0854818617213233,1.0241660462192201,1.0423780559254674,2.623191923255042,0.4220993722930376,200,0
h1_12,D4,"SARIMA(1,0,0)(1,1,0)[12]",ARIMA,200,Combination,1.6997485567249964,1.5373119733197598,1.6498972454271594,4.10510897441217,0.6710679493759228,200,0
h1_12,D4,"SARIMA(1,0,0)(1,1,0)[12]",ARIMA,200,SeasonalNaive,1.0525108404519439,1.042858266454728,1.0168021676058834,2.5637002048625783,0.4072604478231899,200,0
h1_12,D4,"SARIMA(1,0,0)(1,1,0)[12]",ARIMA,200,Theta,4.1550186814371965,3.6569483875532587,4.0220641877967545,10.021590751431042,1.665920049124676,200,0
h1_12,D4,"SARIMA(1,0,0)(1,1,0)[12]",ARIMA,200,TimesFM3,1.1610597656223272,1.141707682012328,1.1292752509044457,2.815539904121536,0.4495398376751265,200,0
h1_12,D5,"ETS(A,A,A)",ETS,24,AutoARIMA,1.5738340014371983,1.4697418933652393,1.590379177062563,4.328891844436541,0.6293798224550893,200,0
h1_12,D5,"ETS(A,A,A)",ETS,24,AutoETS,3.025151961588705,2.848965234363762,3.0651816209994633,7.60126011707227,1.274587036032006,200,0
h1_12,D5,"ETS(A,A,A)",ETS,24,Combination,2.4737051617524206,2.318001807860143,2.50410723709751,6.321293433528975,1.0497174225366406,200,0
h1_12,D5,"ETS(A,A,A)",ETS,24,SeasonalNaive,1.1393896155555445,1.0442368706679832,1.1135046758006664,3.0358321157263632,0.44167579437897553,200,0
h1_12,D5,"ETS(A,A,A)",ETS,24,Theta,3.1544051190551845,3.0151797363050026,3.1844334277108883,7.893810287794571,1.400817398877651,200,0
h1_12,D5,"ETS(A,A,A)",ETS,24,TimesFM3,1.1520714430345458,1.0417012037559443,1.1216228660478484,3.0392468682850904,0.45823682137560434,200,0
h1_12,D5,"ETS(A,A,A)",ETS,48,AutoARIMA,0.7173328563564548,0.6307050494984531,0.7120527006474969,1.965202839136508,0.2800017639678208,200,0
h1_12,D5,"ETS(A,A,A)",ETS,48,AutoETS,0.7408564707049341,0.6528307331778014,0.7312051962010395,2.0488434291799944,0.29211415010684194,200,0
h1_12,D5,"ETS(A,A,A)",ETS,48,Combination,0.7313265175641187,0.6558204304158317,0.7277592504251625,2.0337693429587436,0.2902735905843429,200,0
h1_12,D5,"ETS(A,A,A)",ETS,48,SeasonalNaive,1.108132325129911,1.0931109799487866,1.0585085741588867,3.234982207097295,0.4216461209156887,200,0
h1_12,D5,"ETS(A,A,A)",ETS,48,Theta,0.9562367943002208,0.8318333851833715,0.9661309002587067,2.8500946037797292,0.395603284949888,200,0
h1_12,D5,"ETS(A,A,A)",ETS,48,TimesFM3,0.8148540338254746,0.7365620495943861,0.7979670807348253,2.2486161573011825,0.3161525330166474,200,0
h1_12,D5,"ETS(A,A,A)",ETS,96,AutoARIMA,0.732087753110861,0.6545023956277721,0.7115765518473425,1.961191468208133,0.28503255096837776,200,0
h1_12,D5,"ETS(A,A,A)",ETS,96,AutoETS,0.7611409990138226,0.674440042585619,0.7409730564870064,2.06093434761789,0.3013811955455128,200,0
h1_12,D5,"ETS(A,A,A)",ETS,96,Combination,0.7128403657800291,0.6353623776464792,0.697060714703682,1.914808961413308,0.2791476627729938,200,0
h1_12,D5,"ETS(A,A,A)",ETS,96,SeasonalNaive,1.0760457728422284,1.0111203080741658,1.0224232283356005,3.0245131423074785,0.41007836122375,200,0
h1_12,D5,"ETS(A,A,A)",ETS,96,Theta,0.757229245884454,0.6876100082946213,0.7451642240757974,2.062552793303681,0.29709832011129034,200,0
h1_12,D5,"ETS(A,A,A)",ETS,96,TimesFM3,0.7611725257312213,0.6918959654706643,0.7409827468180364,2.0443832820098766,0.29675624841816256,200,0
h1_12,D5,"ETS(A,A,A)",ETS,200,AutoARIMA,0.6255882180457332,0.5613551732456332,0.6131651576388413,1.6006604217799048,0.24355208165190004,200,0
h1_12,D5,"ETS(A,A,A)",ETS,200,AutoETS,0.680568625219953,0.6080223721032079,0.661689417140716,1.7440009258515219,0.26443521624970595,200,0
h1_12,D5,"ETS(A,A,A)",ETS,200,Combination,0.645468836608964,0.5664433006769274,0.6309042871389147,1.6603714815469304,0.24936020709561568,200,0
h1_12,D5,"ETS(A,A,A)",ETS,200,SeasonalNaive,1.0402385809085513,0.9625792082617045,0.9819635640816425,2.7481948433826715,0.39536427966126425,200,0
h1_12,D5,"ETS(A,A,A)",ETS,200,Theta,0.7589697692786675,0.695381960020482,0.748168771894379,1.9911643148434361,0.2955303880944462,200,0
h1_12,D5,"ETS(A,A,A)",ETS,200,TimesFM3,0.6892311464503355,0.6088727609128062,0.6717762060035279,1.7658609410261876,0.2670603435589167,200,0
h1_12,D6,Local level with structural break,none,24,AutoARIMA,0.8021614906062281,0.6901775043129086,0.5701578147673199,2.0092612278662814,0.5660873498699979,200,0
h1_12,D6,Local level with structural break,none,24,AutoETS,0.7663012362702298,0.6405005220077262,0.5472207734044741,1.9119195156389261,0.534732914059727,200,0
h1_12,D6,Local level with structural break,none,24,Combination,0.836658053118802,0.7524197149894157,0.593188452535902,2.0844541055943164,0.5465625464282083,200,0
h1_12,D6,Local level with structural break,none,24,SeasonalNaive,0.8012860991302161,0.6864316908198231,0.5695338352465406,2.0066914749905758,0.5682804820021112,200,0
h1_12,D6,Local level with structural break,none,24,Theta,1.3270621127349733,1.2117227350916846,0.9298260385997635,3.2679305541636436,0.5822240463061905,200,0
