dgp,n,rep,method,MASE,RMSSE,sMAPE
D8,24,147,CrostonClassic,0.4629092588192618,0.37224111933578974,180.7296275280205
D8,24,148,CrostonClassic,0.7336441748203099,0.5293639670904633,189.3965084872218
D8,24,149,CrostonClassic,0.9052119409735736,0.7444173937150229,155.5537026420262
D8,24,150,CrostonClassic,1.0341187963612528,0.8428830196910995,182.56889022252227
D8,24,151,CrostonClassic,0.7707884736376269,0.6175331412476196,157.67072383293507
D8,24,152,CrostonClassic,1.0446998847942983,1.1837280677846465,186.36014804492342
D8,24,153,CrostonClassic,1.0578043045487227,0.8240663598230904,176.21598392352215
D8,24,154,CrostonClassic,0.9786495131453493,0.6318597591536554,186.47351491125244
D8,24,155,CrostonClassic,1.369918135137578,1.1708551123217839,161.2447034716554
D8,24,156,CrostonClassic,0.9583333333333334,0.7732483620629717,164.78442458163397
D8,24,157,CrostonClassic,0.6572625237672229,0.5591128400359863,137.51262852043536
D8,24,158,CrostonClassic,1.047838145041315,0.8095475446203916,160.37364107421422
D8,24,159,CrostonClassic,1.0158095952140704,0.7306850712231039,162.42258894319684
D8,24,160,CrostonClassic,0.9439181273879491,0.7003539086781364,182.0143527865497
D8,24,161,CrostonClassic,1.0673963676288498,0.6809424823278076,139.64506542223327
D8,24,162,CrostonClassic,0.942220056427315,0.7817017982646075,171.45541443344214
D8,24,163,CrostonClassic,0.6906747656281899,0.6049322907432055,177.03037385284478
D8,24,164,CrostonClassic,0.8990006273204308,0.6553797338273423,187.76219743224277
D8,24,165,CrostonClassic,0.38416125542359925,0.23515746791402212,200.0
D8,24,166,CrostonClassic,1.0795347267402444,0.7610111866416969,164.69359881405737
D8,24,167,CrostonClassic,0.8460751488204723,0.5458714473003395,168.0842886731453
D8,24,168,CrostonClassic,0.8848688650342221,0.6538903051573166,189.5918537643486
D8,24,169,CrostonClassic,0.6879365230660188,0.4990640273084981,182.5090290604116
D8,24,170,CrostonClassic,0.4715731924764241,0.4941968852624847,196.67264123407847
D8,24,171,CrostonClassic,1.0706863394632904,0.6866363346981504,160.33724799426386
D8,24,172,CrostonClassic,0.9019815962775193,0.6277928331796974,140.89651046474677
