horizon_slice,dgp,dgp_label,n,method,cover60,cover80,width60,width80
h1_12,D2,"ARMA(1,1)",96,TimesFM3,0.61625,0.8204166666666667,3.1968342025186507,4.965670996417321
h1_12,D2,"ARMA(1,1)",200,AutoARIMA,0.6029166666666667,0.7975,2.9068453580073674,4.426304934745512
h1_12,D2,"ARMA(1,1)",200,AutoETS,0.71,0.8875,5.174890846331821,7.8798979886531235
h1_12,D2,"ARMA(1,1)",200,Combination,0.70375,0.8929166666666667,4.438201237998937,6.745317672140712
h1_12,D2,"ARMA(1,1)",200,SeasonalNaive,0.7045833333333333,0.88375,5.133532145837466,7.816920362551156
h1_12,D2,"ARMA(1,1)",200,Theta,0.7070833333333333,0.8845833333333333,5.2328675096576225,7.929750093023503
h1_12,D2,"ARMA(1,1)",200,TimesFM3,0.6133333333333334,0.82125,2.9976373427352674,4.63861848243234
h1_12,D3,"ARIMA(1,1,1) with drift",24,AutoARIMA,0.41708333333333336,0.5729166666666666,7.444092120161788,11.335250977630023
h1_12,D3,"ARIMA(1,1,1) with drift",24,AutoETS,0.365,0.5245833333333334,5.4911057663448695,8.361404050555699
h1_12,D3,"ARIMA(1,1,1) with drift",24,Combination,0.4066666666666666,0.5854166666666667,5.966685206590168,9.069154969947498
h1_12,D3,"ARIMA(1,1,1) with drift",24,SeasonalNaive,0.38625,0.5608333333333334,5.052610632399343,7.693699740142892
h1_12,D3,"ARIMA(1,1,1) with drift",24,Theta,0.37125,0.5354166666666667,4.96485773326385,7.510809881656772
h1_12,D3,"ARIMA(1,1,1) with drift",24,TimesFM3,0.40458333333333335,0.5833333333333334,5.644127706215728,9.432323415967629
h1_12,D3,"ARIMA(1,1,1) with drift",48,AutoARIMA,0.5291666666666667,0.7070833333333333,8.171031200218284,12.442173995894443
h1_12,D3,"ARIMA(1,1,1) with drift",48,AutoETS,0.4404166666666666,0.6320833333333333,6.194601541178331,9.43262953255125
h1_12,D3,"ARIMA(1,1,1) with drift",48,Combination,0.4766666666666666,0.6645833333333333,6.490469233261295,9.86818760479309
h1_12,D3,"ARIMA(1,1,1) with drift",48,SeasonalNaive,0.42458333333333337,0.5995833333333334,5.073375764210472,7.72531917430132
h1_12,D3,"ARIMA(1,1,1) with drift",48,Theta,0.43041666666666667,0.5941666666666666,5.105774958387267,7.729759285933577
h1_12,D3,"ARIMA(1,1,1) with drift",48,TimesFM3,0.5154166666666666,0.7170833333333333,7.13636227263394,11.352936279734285
h1_12,D3,"ARIMA(1,1,1) with drift",96,AutoARIMA,0.5779166666666666,0.7775,7.836464981755833,11.932724086665479
h1_12,D3,"ARIMA(1,1,1) with drift",96,AutoETS,0.4875,0.6808333333333333,6.397796991238438,9.742038844897822
h1_12,D3,"ARIMA(1,1,1) with drift",96,Combination,0.52,0.7066666666666667,6.453202655952015,9.813688468357212
h1_12,D3,"ARIMA(1,1,1) with drift",96,SeasonalNaive,0.4075,0.5808333333333333,5.110387847729247,7.781678129714299
h1_12,D3,"ARIMA(1,1,1) with drift",96,Theta,0.4075,0.5733333333333334,5.125345994861774,7.766302473508338
h1_12,D3,"ARIMA(1,1,1) with drift",96,TimesFM3,0.5620833333333334,0.7695833333333333,7.656757201739883,11.93745441836924
h1_12,D3,"ARIMA(1,1,1) with drift",200,AutoARIMA,0.5695833333333333,0.7654166666666667,7.8583244465390605,11.96600988103165
h1_12,D3,"ARIMA(1,1,1) with drift",200,AutoETS,0.46333333333333326,0.635,6.411226044738136,9.762487502619132
h1_12,D3,"ARIMA(1,1,1) with drift",200,Combination,0.48166666666666663,0.6691666666666667,6.479267340505177,9.853343119729
h1_12,D3,"ARIMA(1,1,1) with drift",200,SeasonalNaive,0.36875,0.5291666666666667,5.12700399822691,7.8069798365084635
h1_12,D3,"ARIMA(1,1,1) with drift",200,Theta,0.38416666666666666,0.5408333333333334,5.1682515302383365,7.831531975536219
h1_12,D3,"ARIMA(1,1,1) with drift",200,TimesFM3,0.555,0.7479166666666667,7.9152638812310405,12.206471336570644
h1_12,D4,"SARIMA(1,0,0)(1,1,0)[12]",24,AutoARIMA,0.52,0.7158333333333333,4.210281302346848,6.411069943541655
h1_12,D4,"SARIMA(1,0,0)(1,1,0)[12]",24,AutoETS,0.5866666666666667,0.7254166666666667,8.719750556849194,13.277718683318307
h1_12,D4,"SARIMA(1,0,0)(1,1,0)[12]",24,Combination,0.6170833333333333,0.7604166666666667,7.698022015654832,11.688137530152162
h1_12,D4,"SARIMA(1,0,0)(1,1,0)[12]",24,SeasonalNaive,0.575,0.7841666666666667,2.047555630425666,3.117849240295264
h1_12,D4,"SARIMA(1,0,0)(1,1,0)[12]",24,Theta,0.5695833333333333,0.7091666666666667,10.164034187768454,15.375623963596523
h1_12,D4,"SARIMA(1,0,0)(1,1,0)[12]",24,TimesFM3,0.70125,0.8966666666666667,3.5047393275474383,5.849518440199265
h1_12,D4,"SARIMA(1,0,0)(1,1,0)[12]",48,AutoARIMA,0.5358333333333334,0.7245833333333332,1.860107556518206,2.832418736653374
h1_12,D4,"SARIMA(1,0,0)(1,1,0)[12]",48,AutoETS,0.39333333333333337,0.5770833333333334,2.3785433778070892,3.6218501482001075
h1_12,D4,"SARIMA(1,0,0)(1,1,0)[12]",48,Combination,0.47541666666666665,0.6654166666666668,2.3111639947579135,3.4973665222419315
h1_12,D4,"SARIMA(1,0,0)(1,1,0)[12]",48,SeasonalNaive,0.5808333333333333,0.7866666666666667,2.074472340428146,3.158835791569103
h1_12,D4,"SARIMA(1,0,0)(1,1,0)[12]",48,Theta,0.39791666666666664,0.5533333333333333,2.6948410499484456,4.037830681872313
h1_12,D4,"SARIMA(1,0,0)(1,1,0)[12]",48,TimesFM3,0.5754166666666667,0.8,2.633148613118662,4.220560762951892
h1_12,D4,"SARIMA(1,0,0)(1,1,0)[12]",96,AutoARIMA,0.6008333333333333,0.7925,1.8913885404752733,2.8800508452110085
h1_12,D4,"SARIMA(1,0,0)(1,1,0)[12]",96,AutoETS,0.41958333333333336,0.5895833333333333,3.410943071481691,5.193903455457626
h1_12,D4,"SARIMA(1,0,0)(1,1,0)[12]",96,Combination,0.51625,0.68875,3.298340984596068,4.992221273828525
h1_12,D4,"SARIMA(1,0,0)(1,1,0)[12]",96,SeasonalNaive,0.5983333333333334,0.7954166666666667,2.0945328508070067,3.189382286187012
h1_12,D4,"SARIMA(1,0,0)(1,1,0)[12]",96,Theta,0.44583333333333336,0.6070833333333333,4.592691341831239,6.902709520816942
h1_12,D4,"SARIMA(1,0,0)(1,1,0)[12]",96,TimesFM3,0.6470833333333332,0.85375,2.662385669465462,4.251168303668208
h1_12,D4,"SARIMA(1,0,0)(1,1,0)[12]",200,AutoARIMA,0.5816666666666667,0.7904166666666668,1.8213874053393269,2.7734588763480947
h1_12,D4,"SARIMA(1,0,0)(1,1,0)[12]",200,AutoETS,0.5508333333333334,0.7516666666666667,2.0699060289016673,3.151882588094566
h1_12,D4,"SARIMA(1,0,0)(1,1,0)[12]",200,Combination,0.6145833333333334,0.79125,3.8640640408312117,5.825163359162047
h1_12,D4,"SARIMA(1,0,0)(1,1,0)[12]",200,SeasonalNaive,0.575,0.7679166666666667,2.10322684243276,3.2026207812895127
h1_12,D4,"SARIMA(1,0,0)(1,1,0)[12]",200,Theta,0.48083333333333333,0.6525,7.700898688252641,11.55014861304348
h1_12,D4,"SARIMA(1,0,0)(1,1,0)[12]",200,TimesFM3,0.6125,0.8325,2.568660979019146,4.058412808924086
h1_12,D5,"ETS(A,A,A)",24,AutoARIMA,0.49083333333333334,0.6383333333333333,2.6619261224601773,4.05336207490939
h1_12,D5,"ETS(A,A,A)",24,AutoETS,0.54125,0.665,7.149081132568555,10.886032519348085
h1_12,D5,"ETS(A,A,A)",24,Combination,0.5370833333333334,0.6520833333333332,5.654819728939524,8.586943577151057
h1_12,D5,"ETS(A,A,A)",24,SeasonalNaive,0.5091666666666667,0.74125,1.989117429780615,3.028864356672094
h1_12,D5,"ETS(A,A,A)",24,Theta,0.51875,0.62625,7.15345193178984,10.821436137195699
h1_12,D5,"ETS(A,A,A)",24,TimesFM3,0.6779166666666667,0.8845833333333333,3.0445978586548175,5.014199161557612
h1_12,D5,"ETS(A,A,A)",48,AutoARIMA,0.5641666666666666,0.7558333333333332,1.4078640109995029,2.143779476321876
h1_12,D5,"ETS(A,A,A)",48,AutoETS,0.48916666666666664,0.6929166666666667,1.2088050544526063,1.8406688759448375
h1_12,D5,"ETS(A,A,A)",48,Combination,0.5629166666666666,0.7529166666666667,1.4612661592194822,2.2116145960978826
h1_12,D5,"ETS(A,A,A)",48,SeasonalNaive,0.5033333333333334,0.73625,2.007094081402096,3.0562377226350184
h1_12,D5,"ETS(A,A,A)",48,Theta,0.4920833333333334,0.6541666666666667,1.767129412206338,2.650395436026934
h1_12,D5,"ETS(A,A,A)",48,TimesFM3,0.6141666666666666,0.8208333333333333,1.7535383318183653,2.7794766128856
h1_12,D5,"ETS(A,A,A)",96,AutoARIMA,0.52375,0.725,1.311114441080847,1.996457191844035
h1_12,D5,"ETS(A,A,A)",96,AutoETS,0.49083333333333334,0.6645833333333333,1.2197179232166122,1.8572860945833483
h1_12,D5,"ETS(A,A,A)",96,Combination,0.5329166666666666,0.7233333333333333,1.2784647950483503,1.9332281827257405
h1_12,D5,"ETS(A,A,A)",96,SeasonalNaive,0.5195833333333334,0.7579166666666667,2.0208686924063355,3.0772125668916313
h1_12,D5,"ETS(A,A,A)",96,Theta,0.51,0.6975,1.3045620208475919,1.9459412617498382
h1_12,D5,"ETS(A,A,A)",96,TimesFM3,0.6104166666666666,0.8095833333333333,1.609456745459186,2.5345077986435722
h1_12,D5,"ETS(A,A,A)",200,AutoARIMA,0.5833333333333334,0.7779166666666667,1.2659593935872557,1.9276988008966192
h1_12,D5,"ETS(A,A,A)",200,AutoETS,0.5129166666666667,0.7220833333333333,1.2006978485004003,1.8283238897850487
h1_12,D5,"ETS(A,A,A)",200,Combination,0.6004166666666666,0.7854166666666668,1.3254948841511698,2.003702297994563
h1_12,D5,"ETS(A,A,A)",200,SeasonalNaive,0.5420833333333334,0.7766666666666667,2.032344926847891,3.094687632429956
h1_12,D5,"ETS(A,A,A)",200,Theta,0.5625,0.7366666666666667,1.509827410365853,2.25508420330202
h1_12,D5,"ETS(A,A,A)",200,TimesFM3,0.55375,0.75875,1.3291254671920751,2.0584559157955638
h1_12,D6,Local level with structural break,24,AutoARIMA,0.9804166666666667,0.9983333333333333,6.7704564628666875,10.309494025719175
h1_12,D6,Local level with structural break,24,AutoETS,0.985,0.9991666666666668,6.400129322372953,9.745590326844301
h1_12,D6,Local level with structural break,24,Combination,0.9820833333333333,0.9991666666666668,6.469968908421583,9.818817052200249
h1_12,D6,Local level with structural break,24,SeasonalNaive,0.9804166666666667,0.9983333333333333,6.803736835248299,10.360170638459204
h1_12,D6,Local level with structural break,24,Theta,0.9679166666666668,0.9975,6.239320940025108,9.401366804037272
h1_12,D6,Local level with structural break,24,TimesFM3,0.7083333333333333,0.8891666666666667,2.7186778020066815,5.066550378604137
h1_12,D6,Local level with structural break,48,AutoARIMA,0.9520833333333333,0.99,5.623698301671636,8.563305053583118
h1_12,D6,Local level with structural break,48,AutoETS,0.96125,0.9925,5.166588505559502,7.867255867245038
h1_12,D6,Local level with structural break,48,Combination,0.9520833333333333,0.99,5.3117731913610315,8.070798396671536
h1_12,D6,Local level with structural break,48,SeasonalNaive,0.9645833333333332,0.9916666666666667,6.327770216722658,9.635407834496915
h1_12,D6,Local level with structural break,48,Theta,0.9308333333333333,0.9870833333333333,5.1450327668519575,7.781834269186455
h1_12,D6,Local level with structural break,48,TimesFM3,0.64875,0.8633333333333333,2.024870709495451,3.64484994090811
h1_12,D6,Local level with structural break,96,AutoARIMA,0.9166666666666667,0.9879166666666667,4.086853768635201,6.223124650873649
h1_12,D6,Local level with structural break,96,AutoETS,0.9220833333333333,0.9883333333333333,4.086956016266358,6.223280345153397
h1_12,D6,Local level with structural break,96,Combination,0.9191666666666667,0.9854166666666667,4.100537491560657,6.225593397795121
h1_12,D6,Local level with structural break,96,SeasonalNaive,0.9491666666666667,0.9908333333333332,5.832173975424252,8.880754656109671
h1_12,D6,Local level with structural break,96,Theta,0.905,0.98375,4.127802689780411,6.230375197358318
h1_12,D6,Local level with structural break,96,TimesFM3,0.6245833333333334,0.8541666666666667,2.086699017924322,3.5907864353320273
h1_12,D6,Local level with structural break,200,AutoARIMA,0.8575,0.96625,3.1606166072641217,4.812726912711241
h1_12,D6,Local level with structural break,200,AutoETS,0.8666666666666667,0.9695833333333332,3.1897708512923297,4.857120596694243
h1_12,D6,Local level with structural break,200,Combination,0.8583333333333333,0.9683333333333333,3.2034727013129207,4.841416691009618
h1_12,D6,Local level with structural break,200,SeasonalNaive,0.94875,0.9875,5.500636768528037,8.37591707646546
h1_12,D6,Local level with structural break,200,Theta,0.8529166666666668,0.9666666666666667,3.26003064538231,4.854402563623369
h1_12,D6,Local level with structural break,200,TimesFM3,0.6229166666666667,0.8279166666666667,1.87908892177929,3.0026644112108833
h1_12,D7,Logistic growth,24,AutoARIMA,0.5583333333333333,0.7541666666666668,2.2187473716586608,3.3785259381181962
h1_12,D7,Logistic growth,24,AutoETS,0.54125,0.7454166666666667,2.6782830750267426,4.07826909642099
h1_12,D7,Logistic growth,24,Combination,0.40375,0.6216666666666666,2.7461152412761924,4.160777276380551
h1_12,D7,Logistic growth,24,SeasonalNaive,0.11124999999999999,0.24458333333333332,5.05927857718079,7.703853137814849
h1_12,D7,Logistic growth,24,Theta,0.1383333333333333,0.30833333333333335,3.341315277143175,5.025536794602465
h1_12,D7,Logistic growth,24,TimesFM3,0.44791666666666663,0.6779166666666667,1.8593889295391681,2.954969215976829
h1_12,D7,Logistic growth,48,AutoARIMA,0.7375,0.8904166666666667,2.9544984054320453,4.498867074451528
h1_12,D7,Logistic growth,48,AutoETS,0.46541666666666665,0.6633333333333333,2.5658723616695083,3.907099311320187
h1_12,D7,Logistic growth,48,Combination,0.7566666666666667,0.9104166666666668,2.9848315494219224,4.534232291419046
h1_12,D7,Logistic growth,48,SeasonalNaive,0.16916666666666663,0.43166666666666664,5.098027907013072,7.762857428972699
h1_12,D7,Logistic growth,48,Theta,0.2895833333333333,0.6458333333333333,3.434123881164213,5.196730488485423
h1_12,D7,Logistic growth,48,TimesFM3,0.7579166666666667,0.92,2.3041515525335083,3.7349115199147116
h1_12,D7,Logistic growth,96,AutoARIMA,0.62125,0.8141666666666667,2.9611888036779574,4.509054662411691
h1_12,D7,Logistic growth,96,AutoETS,0.5766666666666667,0.7791666666666667,2.672282998745154,4.069132673948124
h1_12,D7,Logistic growth,96,Combination,0.7308333333333333,0.9054166666666668,3.0803377286537765,4.680785812101134
h1_12,D7,Logistic growth,96,SeasonalNaive,0.8220833333333333,0.9766666666666667,5.143583918481116,7.832226374868931
h1_12,D7,Logistic growth,96,Theta,0.8879166666666667,0.9775,3.607541383538218,5.464170099943586
h1_12,D7,Logistic growth,96,TimesFM3,0.7608333333333333,0.9208333333333333,2.840272787584742,4.471310887976909
h1_12,D7,Logistic growth,200,AutoARIMA,0.69375,0.87375,2.604596222815143,3.9660648208575844
h1_12,D7,Logistic growth,200,AutoETS,0.6945833333333333,0.8720833333333333,2.511702357462512,3.8246136860439335
h1_12,D7,Logistic growth,200,Combination,0.7691666666666667,0.9158333333333333,2.8907400966183108,4.392284289593967
h1_12,D7,Logistic growth,200,SeasonalNaive,0.93,0.98,5.147964037793367,7.838896060159612
h1_12,D7,Logistic growth,200,Theta,0.7558333333333332,0.9375,3.5559217095772766,5.386174361880382
h1_12,D7,Logistic growth,200,TimesFM3,0.6445833333333333,0.8608333333333333,2.255848983718375,3.599697582060668
h1_12,D8,Intermittent demand,24,AutoARIMA,0.7345833333333333,0.82625,1.9191868279222055,2.9223797900807056
h1_12,D8,Intermittent demand,24,AutoETS,0.7491666666666668,0.8416666666666667,2.065903947583652,3.1457885479563843
h1_12,D8,Intermittent demand,24,Combination,0.7370833333333333,0.8325,2.0520924501991433,3.0878010335915924
h1_12,D8,Intermittent demand,24,SeasonalNaive,0.8979166666666667,0.9666666666666667,6.395037775706057,9.737837338514499
h1_12,D8,Intermittent demand,24,Theta,0.7091666666666667,0.8308333333333333,2.171186575091573,3.1952347627376856
h1_12,D8,Intermittent demand,24,TimesFM3,0.615,0.8591666666666667,1.7459987964738353,3.09279929587193
h1_12,D8,Intermittent demand,48,AutoARIMA,0.765,0.8391666666666667,1.9398490265472994,2.9538424860528227
h1_12,D8,Intermittent demand,48,AutoETS,0.775,0.8441666666666667,2.0237373609961047,3.0815807393849037
h1_12,D8,Intermittent demand,48,Combination,0.765,0.8395833333333332,2.0396783924647846,3.066240269909203
h1_12,D8,Intermittent demand,48,SeasonalNaive,0.8904166666666667,0.9604166666666667,6.542516017539023,9.962405070607522
h1_12,D8,Intermittent demand,48,Theta,0.7191666666666667,0.84375,2.1554487898509502,3.1632975842898827
h1_12,D8,Intermittent demand,48,TimesFM3,0.5766666666666667,0.78,1.8101169510855195,2.866549154059702
h1_12,D8,Intermittent demand,96,AutoARIMA,0.75875,0.8416666666666667,1.8723099934547105,2.850999603598768
h1_12,D8,Intermittent demand,96,AutoETS,0.75875,0.8466666666666667,1.9007492976148297,2.894304635976188
h1_12,D8,Intermittent demand,96,Combination,0.76375,0.8458333333333333,1.9432128833373092,2.9225168390581273
h1_12,D8,Intermittent demand,96,SeasonalNaive,0.9066666666666667,0.9675,6.425722342670988,9.784561272349942
h1_12,D8,Intermittent demand,96,Theta,0.7379166666666667,0.84625,2.0565793589423875,3.0222462775994257
h1_12,D8,Intermittent demand,96,TimesFM3,0.6033333333333334,0.8166666666666668,1.8003405391704013,2.626707846683696
h1_12,D8,Intermittent demand,200,AutoARIMA,0.75,0.8375,1.8749598496732525,2.855034586617107
h1_12,D8,Intermittent demand,200,AutoETS,0.7579166666666667,0.8379166666666668,1.8897163811385425,2.877504618558991
h1_12,D8,Intermittent demand,200,Combination,0.7670833333333333,0.8420833333333333,1.9398172923590575,2.916471548630591
h1_12,D8,Intermittent demand,200,SeasonalNaive,0.8991666666666667,0.9641666666666667,6.4246420446934325,9.78291628347708
h1_12,D8,Intermittent demand,200,Theta,0.7216666666666667,0.8404166666666667,2.0547756462653775,3.0168754407156753
h1_12,D8,Intermittent demand,200,TimesFM3,0.6125,0.815,1.8540147926671044,2.5675215047938655
h1_12,D9,"AR(1) with GARCH(1,1) errors",24,AutoARIMA,0.5366666666666666,0.7166666666666667,2.5969636048502633,3.9544424982356015
h1_12,D9,"AR(1) with GARCH(1,1) errors",24,AutoETS,0.5979166666666667,0.7608333333333333,3.2320453690243647,4.92149275393193
h1_12,D9,"AR(1) with GARCH(1,1) errors",24,Combination,0.6095833333333334,0.77,3.062724050628515,4.636216033051575
h1_12,D9,"AR(1) with GARCH(1,1) errors",24,SeasonalNaive,0.7754166666666668,0.9154166666666668,5.084524553339807,7.742295633060528
h1_12,D9,"AR(1) with GARCH(1,1) errors",24,Theta,0.5933333333333334,0.7554166666666667,3.3591631780109172,5.032712846987194
h1_12,D9,"AR(1) with GARCH(1,1) errors",24,TimesFM3,0.6045833333333334,0.8025,2.748988278824888,4.414410487539354
h1_12,D9,"AR(1) with GARCH(1,1) errors",48,AutoARIMA,0.5625,0.755,2.5118524349403266,3.8248422116787126
h1_12,D9,"AR(1) with GARCH(1,1) errors",48,AutoETS,0.62625,0.81375,3.4789294961314106,5.297427588963319
h1_12,D9,"AR(1) with GARCH(1,1) errors",48,Combination,0.6279166666666667,0.8158333333333333,3.182066810964743,4.8232316699985045
h1_12,D9,"AR(1) with GARCH(1,1) errors",48,SeasonalNaive,0.7791666666666667,0.9175,5.169176545949309,7.871196722205613
h1_12,D9,"AR(1) with GARCH(1,1) errors",48,Theta,0.6233333333333334,0.8075,3.5554185018224915,5.347425209353482
h1_12,D9,"AR(1) with GARCH(1,1) errors",48,TimesFM3,0.6,0.80625,2.607443416893046,4.0776919689432045
h1_12,D9,"AR(1) with GARCH(1,1) errors",96,AutoARIMA,0.62625,0.7958333333333333,2.358097304410188,3.5907165499426106
h1_12,D9,"AR(1) with GARCH(1,1) errors",96,AutoETS,0.7129166666666668,0.8708333333333332,3.656622838583071,5.568004390167621
h1_12,D9,"AR(1) with GARCH(1,1) errors",96,Combination,0.7108333333333333,0.8695833333333333,3.2541562316050157,4.935383064539366
h1_12,D9,"AR(1) with GARCH(1,1) errors",96,SeasonalNaive,0.81875,0.9383333333333332,5.19510021173053,7.910671147447405
h1_12,D9,"AR(1) with GARCH(1,1) errors",96,Theta,0.7095833333333332,0.8708333333333332,3.747748551821788,5.647428253507866
h1_12,D9,"AR(1) with GARCH(1,1) errors",96,TimesFM3,0.6370833333333333,0.83375,2.476522996108872,3.8501882230059756
h1_12,D9,"AR(1) with GARCH(1,1) errors",200,AutoARIMA,0.57375,0.7708333333333333,2.333847394832979,3.5537907829309403
h1_12,D9,"AR(1) with GARCH(1,1) errors",200,AutoETS,0.67,0.8554166666666667,3.7217057440402446,5.667107283549654
h1_12,D9,"AR(1) with GARCH(1,1) errors",200,Combination,0.6758333333333333,0.8520833333333333,3.2995728396275648,5.007876308227132
h1_12,D9,"AR(1) with GARCH(1,1) errors",200,SeasonalNaive,0.7883333333333333,0.9308333333333333,5.221979343709268,7.951600477998625
h1_12,D9,"AR(1) with GARCH(1,1) errors",200,Theta,0.6758333333333333,0.8608333333333333,3.843165380009471,5.802730858200802
h1_12,D9,"AR(1) with GARCH(1,1) errors",200,TimesFM3,0.5808333333333333,0.7841666666666667,2.3743687969779987,3.677503466376285
h1_6,D1,AR(1),24,AutoARIMA,0.5491666666666667,0.7558333333333332,2.6434746124701918,4.025265633694449
h1_6,D1,AR(1),24,AutoETS,0.6258333333333334,0.8133333333333332,3.0896261430195806,4.7046284748841645
h1_6,D1,AR(1),24,Combination,0.6058333333333333,0.7941666666666667,2.864786040221584,4.394743679990982
h1_6,D1,AR(1),24,SeasonalNaive,0.6966666666666668,0.8758333333333332,3.777318609465693,5.751789979170154
h1_6,D1,AR(1),24,Theta,0.5733333333333334,0.7633333333333333,2.861257365174979,4.454336931394331
h1_6,D1,AR(1),24,TimesFM3,0.6025,0.8066666666666668,2.698581051527057,4.336261629939697
h1_6,D1,AR(1),48,AutoARIMA,0.565,0.7566666666666667,2.652462787641241,4.038952087294183
h1_6,D1,AR(1),48,AutoETS,0.63,0.7941666666666667,3.201455510524669,4.8749130343546945
h1_6,D1,AR(1),48,Combination,0.6083333333333334,0.7933333333333333,2.965571302417142,4.56174988279519
h1_6,D1,AR(1),48,SeasonalNaive,0.6841666666666667,0.8558333333333333,3.788218355726305,5.768387215940222
h1_6,D1,AR(1),48,Theta,0.5966666666666667,0.7816666666666667,3.042795609085516,4.771384526736691
h1_6,D1,AR(1),48,TimesFM3,0.5825,0.7833333333333333,2.6409927128079613,4.132564124969279
h1_6,D1,AR(1),96,AutoARIMA,0.5783333333333334,0.78,2.4986330898242106,3.8047128806290287
h1_6,D1,AR(1),96,AutoETS,0.6541666666666667,0.8391666666666667,3.2342597465551375,4.9248646258359
h1_6,D1,AR(1),96,Combination,0.6375,0.8325,2.9397808075259477,4.528717445055513
h1_6,D1,AR(1),96,SeasonalNaive,0.7008333333333333,0.8758333333333332,3.7973781801169078,5.782335042848124
h1_6,D1,AR(1),96,Theta,0.6275,0.8233333333333333,3.0864495861984924,4.856574828701609
h1_6,D1,AR(1),96,TimesFM3,0.61,0.8258333333333333,2.627002149412911,4.075796717985692
h1_6,D1,AR(1),200,AutoARIMA,0.605,0.78,2.4992553818756083,3.805660455762452
h1_6,D1,AR(1),200,AutoETS,0.6191666666666666,0.8075,3.248266094463338,4.946192339982458
h1_6,D1,AR(1),200,Combination,0.6158333333333332,0.8116666666666668,2.957539536253377,4.5606776726285725
h1_6,D1,AR(1),200,SeasonalNaive,0.6641666666666667,0.8566666666666667,3.812103923962315,5.804758193935668
h1_6,D1,AR(1),200,Theta,0.5975,0.8025,3.1250971324211845,4.930180222140809
h1_6,D1,AR(1),200,TimesFM3,0.6,0.7975,2.548116659555728,3.937668626792403
h1_6,D2,"ARMA(1,1)",24,AutoARIMA,0.4958333333333333,0.7058333333333333,2.743118687554283,4.176995432477142
h1_6,D2,"ARMA(1,1)",24,AutoETS,0.5833333333333333,0.7791666666666667,3.668816951473389,5.586572581940389
h1_6,D2,"ARMA(1,1)",24,Combination,0.5558333333333333,0.7716666666666667,3.278552940628817,5.053107042094474
h1_6,D2,"ARMA(1,1)",24,SeasonalNaive,0.5983333333333334,0.7891666666666667,3.766098507194477,5.734704930626163
h1_6,D2,"ARMA(1,1)",24,Theta,0.5166666666666666,0.7333333333333333,3.4237231828587773,5.3957531118658935
h1_6,D2,"ARMA(1,1)",24,TimesFM3,0.5366666666666666,0.7608333333333333,3.03351064508914,4.891806513268819
h1_6,D2,"ARMA(1,1)",48,AutoARIMA,0.555,0.7475,2.8957300529941956,4.409379462843309
h1_6,D2,"ARMA(1,1)",48,AutoETS,0.6341666666666667,0.8233333333333333,3.8543562772754645,5.869096601019975
h1_6,D2,"ARMA(1,1)",48,Combination,0.6275,0.82,3.4660633010470776,5.357221197170415
h1_6,D2,"ARMA(1,1)",48,SeasonalNaive,0.63,0.82,3.8037220591550165,5.791994979870387
h1_6,D2,"ARMA(1,1)",48,Theta,0.6083333333333334,0.8075,3.6481035728715727,5.793187527647964
h1_6,D2,"ARMA(1,1)",48,TimesFM3,0.5891666666666666,0.8075,2.990235485576581,4.696712297146421
h1_6,D2,"ARMA(1,1)",96,AutoARIMA,0.5566666666666666,0.7583333333333333,2.799207109773518,4.262402266854212
h1_6,D2,"ARMA(1,1)",96,AutoETS,0.6466666666666667,0.8458333333333333,3.8214267958906247,5.818954296218372
h1_6,D2,"ARMA(1,1)",96,Combination,0.6375,0.8433333333333333,3.4222073078893596,5.292383206827509
h1_6,D2,"ARMA(1,1)",96,SeasonalNaive,0.6458333333333333,0.84,3.8020452269579947,5.789441637771204
h1_6,D2,"ARMA(1,1)",96,Theta,0.6258333333333334,0.8391666666666667,3.6459880180039357,5.795793057409943
h1_6,D2,"ARMA(1,1)",96,TimesFM3,0.6008333333333333,0.8108333333333333,2.9308085678033597,4.562933081659793
h1_6,D2,"ARMA(1,1)",200,AutoARIMA,0.595,0.7933333333333333,2.741913707626638,4.175160588189566
h1_6,D2,"ARMA(1,1)",200,AutoETS,0.6375,0.8316666666666667,3.832626156785476,5.836007761501046
h1_6,D2,"ARMA(1,1)",200,Combination,0.6333333333333333,0.845,3.411257872152477,5.276736990218625
h1_6,D2,"ARMA(1,1)",200,SeasonalNaive,0.6333333333333333,0.8283333333333333,3.802215335146586,5.789700664524219
h1_6,D2,"ARMA(1,1)",200,Theta,0.6066666666666667,0.8216666666666668,3.6592337520453158,5.819042620965263
h1_6,D2,"ARMA(1,1)",200,TimesFM3,0.6041666666666666,0.8116666666666668,2.807195862245081,4.354442853455147
h1_6,D3,"ARIMA(1,1,1) with drift",24,AutoARIMA,0.455,0.6116666666666667,4.521883625880142,6.885552323051193
h1_6,D3,"ARIMA(1,1,1) with drift",24,AutoETS,0.40833333333333327,0.5841666666666666,3.890832045283074,5.9246388993008114
h1_6,D3,"ARIMA(1,1,1) with drift",24,Combination,0.4458333333333333,0.64,3.939312380369019,6.070046187319151
h1_6,D3,"ARIMA(1,1,1) with drift",24,SeasonalNaive,0.4283333333333333,0.6183333333333334,3.7422797955226277,5.698435756305635
h1_6,D3,"ARIMA(1,1,1) with drift",24,Theta,0.3933333333333333,0.575,3.405221469943843,5.39994733960545
h1_6,D3,"ARIMA(1,1,1) with drift",24,TimesFM3,0.40833333333333327,0.6008333333333333,3.7449584680393793,6.181465840964487
