unique_id,origin,method,MASE,RMSSE,sMAPE,MAPE,SPL,cover60,cover80,width60,width80,denom_ok
M13922,1,Theta,1.0585973082109128,0.9384239604574763,6.825872179285381,7.052177776590854,0.36260137137765974,0.5555555555555556,0.7222222222222222,1.87176936837855,2.8738770040132806,True
M13922,1,AutoETS,0.6073357931245054,0.5617893190032882,3.963703281826915,3.9686103347033654,0.3486321356232067,0.9444444444444444,1.0,3.9298527477790053,5.984056414422213,True
M13922,1,AutoARIMA,0.9762831221492678,0.9125081039531672,6.363249934714564,6.387344599946901,0.3782895074477884,0.5555555555555556,0.6666666666666666,1.8453485513631736,2.8099449379802874,True
M13922,1,Combination,0.8719802788964605,0.7703646716077593,5.672230520432723,5.744946798003895,0.32884813278709585,0.6666666666666666,0.9444444444444444,2.54899022250691,3.889292785471928,True
M13922,1,TimesFM3,1.3110000509899442,1.2183778037082083,8.339358453966831,8.782922364790894,0.5013705315232692,0.3333333333333333,0.6666666666666666,2.085209135304744,3.3529327975104604,True
M13922,2,SeasonalNaive,0.9277552723019236,1.0850878082633433,5.976667124149883,6.353369464366465,0.3841281822711668,0.7222222222222222,0.8333333333333334,2.3689458612740375,3.6072358397111737,True
M13922,2,Theta,1.087909845491429,1.0602889860486007,7.117246110033514,7.459782619126491,0.3860235029876408,0.4444444444444444,0.7222222222222222,1.9407955794770877,2.9856078313537475,True
M13922,2,AutoETS,0.8699129975066151,0.8360182827824406,5.743007217577634,5.816914152553946,0.40966982713741606,0.8888888888888888,0.9444444444444444,3.959956923857853,6.029896576771129,True
M13922,2,AutoARIMA,0.7961549196967087,0.7732391957872632,5.249474008566341,5.338162542035726,0.3033290363152442,0.6666666666666666,0.9444444444444444,1.9479349668993018,2.966155090706364,True
M13922,2,Combination,0.9036561527742417,0.8596898406601378,5.9558533454976414,6.1124137145556094,0.3456967217495462,0.7777777777777778,0.9444444444444444,2.6162291567447475,3.993886499610413,True
M13922,2,TimesFM3,1.6474858517370694,1.5512380477826915,10.54839521901216,11.328863417215413,0.6467763095006063,0.2777777777777778,0.4444444444444444,2.011692575877364,3.2783405462621915,True
M13944,0,SeasonalNaive,1.1245642990434703,1.152696447022862,13.319461959794785,12.083692507167381,0.42763575577290336,0.7222222222222222,0.8888888888888888,2.459446494012054,3.74504275681545,True
M13944,0,Theta,1.1294249029302543,1.1489068155245135,13.373896578437053,12.151291450475115,0.4655799383308545,0.5555555555555556,0.6666666666666666,1.7794265215386935,2.679258421339363,True
M13944,0,AutoETS,1.2064014082233994,1.2346571826103505,14.328184966437938,12.940339650433113,0.46725996701758366,0.5,0.7222222222222222,1.804631309395505,2.747944072143288,True
M13944,0,AutoARIMA,1.1723701983470853,1.211786318381476,13.876618706666207,12.554911536132652,0.45134361786895655,0.5,0.7222222222222222,1.8418213135878783,2.804573950518638,True
